AÑO;MES;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_SECTOR;DESC_SECTOR;COD_GRUPO;DESC_GRUPO;COD_GENERO;DESC_GENERO;RANGO_EDAD;NUM_CONTRATOS
2026;01;12;Castellón/Castelló;005;Alcora, l';S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;<25  ;1
2026;01;12;Castellón/Castelló;138;Vinaròs;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;>44  ;17
2026;01;12;Castellón/Castelló;082;Nules;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;>44  ;2
2026;01;03;Alicante/Alacant;047;Calp;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;>44  ;14
2026;01;12;Castellón/Castelló;089;Peníscola/Peñíscola;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;6
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;13
2026;01;03;Alicante/Alacant;122;Sant Vicent del Raspeig/San Vicente del Raspeig;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;25-44;8
2026;01;12;Castellón/Castelló;027;Benicarló;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;25-44;13
2026;01;46;Valencia/València;109;Cheste;S ;SERVICIOS;1;Directores y gerentes;H;Hombre;>44  ;1
2026;01;46;Valencia/València;250;València;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;25-44;188
2026;01;46;Valencia/València;179;Navarrés;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;28
2026;01;46;Valencia/València;007;Albal;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;25-44;4
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;75
2026;01;03;Alicante/Alacant;050;Campello, el;C ;CONSTRUCCIÓN;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;2
2026;01;03;Alicante/Alacant;063;Dénia;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;<25  ;4
2026;01;46;Valencia/València;072;Bocairent;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;<25  ;3
2026;01;46;Valencia/València;244;Torrent;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;>44  ;8
2026;01;46;Valencia/València;190;Paterna;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;>44  ;72
2026;01;03;Alicante/Alacant;065;Elx/Elche;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;25-44;14
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;107
2026;01;03;Alicante/Alacant;031;Benidorm;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;25-44;19
2026;01;03;Alicante/Alacant;066;Elda;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;>44  ;16
2026;01;03;Alicante/Alacant;079;Ibi;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;25-44;13
2026;01;03;Alicante/Alacant;099;Orihuela;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;25-44;130
2026;01;03;Alicante/Alacant;026;Beniarbeig;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;2
2026;01;03;Alicante/Alacant;076;Guardamar del Segura;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;8
2026;01;03;Alicante/Alacant;065;Elx/Elche;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;25-44;64
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;25-44;117
2026;01;12;Castellón/Castelló;032;Borriana/Burriana;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;>44  ;14
2026;01;12;Castellón/Castelló;135;Vila-real;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;>44  ;28
2026;01;03;Alicante/Alacant;093;Novelda;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;<25  ;7
2026;01;03;Alicante/Alacant;079;Ibi;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;11
2026;01;03;Alicante/Alacant;043;Biar;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;8
2026;01;12;Castellón/Castelló;138;Vinaròs;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;>44  ;23
2026;01;12;Castellón/Castelló;138;Vinaròs;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;16
2026;01;46;Valencia/València;244;Torrent;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;13
2026;01;46;Valencia/València;184;Ontinyent;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;3
2026;01;46;Valencia/València;060;Benifaió;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;5
2026;01;46;Valencia/València;230;Silla;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;25-44;22
2026;01;46;Valencia/València;158;Macastre;C ;CONSTRUCCIÓN;9;Ocupaciones elementales;H;Hombre;25-44;1
2026;01;46;Valencia/València;083;Carcaixent;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;<25  ;18
2026;01;03;Alicante/Alacant;082;Xàbia/Jávea;S ;SERVICIOS;3;Técnicos, profesionales de apoyo;M;Mujer;25-44;3
2026;01;03;Alicante/Alacant;056;Cocentaina;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;<25  ;4
2026;01;46;Valencia/València;190;Paterna;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;21
2026;01;46;Valencia/València;109;Cheste;I ;INDUSTRIA;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;25-44;1
2026;01;46;Valencia/València;184;Ontinyent;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;>44  ;1
2026;01;46;Valencia/València;194;Picassent;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;>44  ;12
2026;01;46;Valencia/València;176;Montroi/Montroy;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;M;Mujer;25-44;1
2026;01;46;Valencia/València;078;Burjassot;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;>44  ;11
2026;01;46;Valencia/València;238;Tavernes de la Valldigna;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;M;Mujer;25-44;1
2026;01;46;Valencia/València;021;Aldaia;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;94
2026;01;46;Valencia/València;025;Alfara del Patriarca;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;25-44;6
2026;01;46;Valencia/València;113;Daimús;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;2
2026;01;46;Valencia/València;109;Cheste;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;>44  ;14
2026;01;46;Valencia/València;250;València;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;M;Mujer;25-44;54
2026;01;46;Valencia/València;176;Montroi/Montroy;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;25-44;1
2026;01;46;Valencia/València;250;València;S ;SERVICIOS;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);M;Mujer;>44  ;16
2026;01;46;Valencia/València;085;Carlet;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;30
2026;01;46;Valencia/València;220;Sagunt/Sagunto;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;25
2026;01;46;Valencia/València;179;Navarrés;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;M;Mujer;25-44;36
2026;01;03;Alicante/Alacant;069;Finestrat;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;25-44;2
2026;01;12;Castellón/Castelló;027;Benicarló;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;23
2026;01;46;Valencia/València;249;Utiel;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;1
2026;01;46;Valencia/València;094;Catarroja;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;25-44;6
2026;01;46;Valencia/València;059;Benifairó de la Valldigna;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;>44  ;2
2026;01;46;Valencia/València;159;Manises;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;16
2026;01;46;Valencia/València;022;Alfafar;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;>44  ;45
2026;01;03;Alicante/Alacant;059;Crevillent;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;25-44;4
2026;01;12;Castellón/Castelló;011;Almenara;S ;SERVICIOS;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;<25  ;3
2026;01;46;Valencia/València;181;Oliva;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;>44  ;8
2026;01;46;Valencia/València;004;Agullent;S ;SERVICIOS;3;Técnicos, profesionales de apoyo;H;Hombre;25-44;1
2026;01;46;Valencia/València;011;Alberic;S ;SERVICIOS;3;Técnicos, profesionales de apoyo;H;Hombre;25-44;1
2026;01;46;Valencia/València;025;Alfara del Patriarca;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;H;Hombre;25-44;3
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;I ;INDUSTRIA;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;30
2026;01;03;Alicante/Alacant;099;Orihuela;S ;SERVICIOS;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;<25  ;10
2026;01;03;Alicante/Alacant;049;Callosa de Segura;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;4
2026;01;03;Alicante/Alacant;120;San Miguel de Salinas;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;2
2026;01;03;Alicante/Alacant;056;Cocentaina;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;25-44;3
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;M;Mujer;25-44;10
2026;01;03;Alicante/Alacant;071;Gata de Gorgos;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;2
2026;01;46;Valencia/València;070;Bétera;C ;CONSTRUCCIÓN;9;Ocupaciones elementales;H;Hombre;<25  ;1
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;25-44;33
2026;01;03;Alicante/Alacant;011;Alfàs del Pi, l';C ;CONSTRUCCIÓN;4;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;>44  ;1
2026;01;03;Alicante/Alacant;063;Dénia;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;M;Mujer;25-44;1
2026;01;46;Valencia/València;021;Aldaia;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;25-44;17
2026;01;12;Castellón/Castelló;009;Almassora;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;13
2026;01;46;Valencia/València;021;Aldaia;S ;SERVICIOS;3;Técnicos, profesionales de apoyo;M;Mujer;25-44;6
2026;01;12;Castellón/Castelló;009;Almassora;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;7
2026;01;46;Valencia/València;220;Sagunt/Sagunto;I ;INDUSTRIA;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;11
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;S ;SERVICIOS;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;>44  ;34
2026;01;03;Alicante/Alacant;095;Ondara;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;25-44;8
2026;01;12;Castellón/Castelló;040;Castelló de la Plana/Castellón de la Plana;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;25-44;15
2026;01;46;Valencia/València;021;Aldaia;I ;INDUSTRIA;2;Técnicos y profesionales científicos e intelectuales;H;Hombre;<25  ;94
2026;01;46;Valencia/València;136;Godelleta;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;4
2026;01;12;Castellón/Castelló;053;Chilches/Xilxes;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;8
2026;01;12;Castellón/Castelló;077;Moncofa;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;25-44;3
2026;01;12;Castellón/Castelló;032;Borriana/Burriana;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;1
2026;01;46;Valencia/València;250;València;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;25-44;419
2026;01;46;Valencia/València;131;Gandia;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;25-44;21
2026;01;46;Valencia/València;110;Xirivella;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;25-44;5
2026;01;46;Valencia/València;018;Alcublas;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;<25  ;27
2026;01;46;Valencia/València;146;Xeresa;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;14
2026;01;03;Alicante/Alacant;140;Villena;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;25-44;13
2026;01;46;Valencia/València;220;Sagunt/Sagunto;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;<25  ;19
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;25-44;15
2026;01;03;Alicante/Alacant;037;Benimantell;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;25-44;1
2026;01;03;Alicante/Alacant;066;Elda;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;<25  ;6
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;S ;SERVICIOS;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;18
2026;01;03;Alicante/Alacant;005;Albatera;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;<25  ;1
2026;01;03;Alicante/Alacant;077;Fondó de les Neus, el/Hondón de las Nieves;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;>44  ;1
2026;01;03;Alicante/Alacant;092;Muro de Alcoy;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;H;Hombre;25-44;3
2026;01;03;Alicante/Alacant;065;Elx/Elche;S ;SERVICIOS;3;Técnicos, profesionales de apoyo;H;Hombre;25-44;18
2026;01;03;Alicante/Alacant;059;Crevillent;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;>44  ;2
2026;01;03;Alicante/Alacant;122;Sant Vicent del Raspeig/San Vicente del Raspeig;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;50
2026;01;03;Alicante/Alacant;014;Alacant/Alicante;I ;INDUSTRIA;4;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;<25  ;3
2026;01;03;Alicante/Alacant;065;Elx/Elche;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;34
2026;01;03;Alicante/Alacant;083;Xixona/Jijona;I ;INDUSTRIA;9;Ocupaciones elementales;M;Mujer;25-44;42
2026;01;03;Alicante/Alacant;099;Orihuela;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;106
2026;01;03;Alicante/Alacant;047;Calp;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;>44  ;18
2026;01;03;Alicante/Alacant;009;Alcoi/Alcoy;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;>44  ;44
2026;01;46;Valencia/València;005;Alaquàs;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;<25  ;4
2026;01;46;Valencia/València;213;Requena;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;25-44;6
2026;01;46;Valencia/València;055;Beniarjó;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;89
2026;01;46;Valencia/València;031;Alginet;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;25-44;10
2026;01;03;Alicante/Alacant;066;Elda;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;25-44;16
2026;01;03;Alicante/Alacant;065;Elx/Elche;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;28
2026;01;03;Alicante/Alacant;048;Callosa d'en Sarrià;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;>44  ;3
2026;01;03;Alicante/Alacant;139;Vila Joiosa, la/Villajoyosa;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;>44  ;9
2026;01;46;Valencia/València;077;Buñol;I ;INDUSTRIA;9;Ocupaciones elementales;M;Mujer;25-44;4
2026;01;46;Valencia/València;116;Eliana, l';S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;>44  ;1
2026;01;46;Valencia/València;085;Carlet;I ;INDUSTRIA;9;Ocupaciones elementales;M;Mujer;25-44;4
2026;01;46;Valencia/València;035;Almussafes;I ;INDUSTRIA;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;14
2026;01;46;Valencia/València;190;Paterna;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;8
2026;01;46;Valencia/València;005;Alaquàs;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;27
2026;01;46;Valencia/València;195;Piles;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;26
2026;01;46;Valencia/València;083;Carcaixent;I ;INDUSTRIA;9;Ocupaciones elementales;M;Mujer;25-44;1
2026;01;46;Valencia/València;202;Pobla de Vallbona, la;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;16
2026;01;46;Valencia/València;257;Castelló;S ;SERVICIOS;3;Técnicos, profesionales de apoyo;M;Mujer;25-44;2
2026;01;46;Valencia/València;015;Alcàsser;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;8
2026;01;46;Valencia/València;250;València;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;M;Mujer;25-44;35
2026;01;46;Valencia/València;016;Alcàntera de Xúquer;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;3
2026;01;46;Valencia/València;190;Paterna;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;H;Hombre;>44  ;18
2026;01;03;Alicante/Alacant;050;Campello, el;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;25-44;4
2026;01;46;Valencia/València;021;Aldaia;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;20
2026;01;46;Valencia/València;184;Ontinyent;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;>44  ;20
2026;01;46;Valencia/València;250;València;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);M;Mujer;>44  ;5
2026;01;46;Valencia/València;190;Paterna;I ;INDUSTRIA;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);M;Mujer;<25  ;12
2026;01;46;Valencia/València;205;Puçol;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;6
2026;01;46;Valencia/València;169;Mislata;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;3
2026;01;46;Valencia/València;012;Alborache;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;1
2026;01;03;Alicante/Alacant;049;Callosa de Segura;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;H;Hombre;25-44;2
2026;01;12;Castellón/Castelló;040;Castelló de la Plana/Castellón de la Plana;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;>44  ;17
2026;01;12;Castellón/Castelló;032;Borriana/Burriana;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;10
2026;01;03;Alicante/Alacant;011;Alfàs del Pi, l';S ;SERVICIOS;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;<25  ;1
2026;01;03;Alicante/Alacant;066;Elda;I ;INDUSTRIA;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;>44  ;5
2026;01;03;Alicante/Alacant;102;Pego;A ;AGRICULTURA;6;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;H;Hombre;25-44;18
2026;01;03;Alicante/Alacant;079;Ibi;I ;INDUSTRIA;9;Ocupaciones elementales;H;Hombre;25-44;30
2026;01;03;Alicante/Alacant;011;Alfàs del Pi, l';S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;>44  ;23
2026;01;03;Alicante/Alacant;048;Callosa d'en Sarrià;S ;SERVICIOS;9;Ocupaciones elementales;M;Mujer;25-44;2
2026;01;03;Alicante/Alacant;049;Callosa de Segura;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;<25  ;3
2026;01;03;Alicante/Alacant;102;Pego;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;4
2026;01;46;Valencia/València;190;Paterna;C ;CONSTRUCCIÓN;2;Técnicos y profesionales científicos e intelectuales;H;Hombre;25-44;2
2026;01;03;Alicante/Alacant;113;Rojales;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;>44  ;1
2026;01;46;Valencia/València;190;Paterna;C ;CONSTRUCCIÓN;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;13
2026;01;03;Alicante/Alacant;047;Calp;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;5
2026;01;03;Alicante/Alacant;076;Guardamar del Segura;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;<25  ;2
2026;01;03;Alicante/Alacant;133;Torrevieja;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;36
2026;01;03;Alicante/Alacant;090;Mutxamel;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;>44  ;12
2026;01;46;Valencia/València;190;Paterna;S ;SERVICIOS;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;26
2026;01;12;Castellón/Castelló;040;Castelló de la Plana/Castellón de la Plana;S ;SERVICIOS;2;Técnicos y profesionales científicos e intelectuales;M;Mujer;25-44;52
2026;01;12;Castellón/Castelló;009;Almassora;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;13
2026;01;03;Alicante/Alacant;050;Campello, el;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;>44  ;10
2026;01;46;Valencia/València;177;Museros;I ;INDUSTRIA;7;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;2
2026;01;46;Valencia/València;048;Bellreguard;S ;SERVICIOS;9;Ocupaciones elementales;H;Hombre;25-44;2
2026;01;03;Alicante/Alacant;056;Cocentaina;C ;CONSTRUCCIÓN;9;Ocupaciones elementales;H;Hombre;>44  ;3
2026;01;12;Castellón/Castelló;004;Alcalà de Xivert;S ;SERVICIOS;4;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;<25  ;2
2026;01;12;Castellón/Castelló;040;Castelló de la Plana/Castellón de la Plana;A ;AGRICULTURA;6;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;H;Hombre;25-44;2
2026;01;12;Castellón/Castelló;040;Castelló de la Plana/Castellón de la Plana;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;25-44;104
2026;01;12;Castellón/Castelló;004;Alcalà de Xivert;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;3
2026;01;03;Alicante/Alacant;052;Cañada;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;<25  ;1
2026;01;03;Alicante/Alacant;902;Pilar de la Horadada;A ;AGRICULTURA;9;Ocupaciones elementales;H;Hombre;>44  ;27
2026;01;12;Castellón/Castelló;027;Benicarló;S ;SERVICIOS;5;Trabajadores de los servicios de restauración, personales, protección y vendedores;H;Hombre;<25  ;28
2026;01;12;Castellón/Castelló;089;Peníscola/Peñíscola;I ;INDUSTRIA;8;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;3
