ANYO;MES;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_SECTOR;DESC_SECTOR;COD_GRUPO;DESC_GRUPO;COD_GENERO;DESC_GENERO;RANGO_EDAD;NUM_CONTRATOS
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 05;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;25-44;2
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 04;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;25-44;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 09;Ocupaciones elementales;H;Hombre;25-44;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 03;Técnicos, profesionales de apoyo;M;Mujer;25-44;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 09;Ocupaciones elementales;M;Mujer;25-44;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 04;Empleados contables, administrativos y otros empleados de oficina;H;Hombre;>44  ;2
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 09;Ocupaciones elementales;H;Hombre;<25  ;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';I ;INDUSTRIA; 07;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);H;Hombre;25-44;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 09;Ocupaciones elementales;M;Mujer;25-44;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 09;Ocupaciones elementales;M;Mujer;>44  ;2
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 04;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;25-44;4
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 09;Ocupaciones elementales;H;Hombre;>44  ;1
2020;09;03;ALICANTE;001;ATZÚBIA, L';S ;SERVICIOS; 04;Empleados contables, administrativos y otros empleados de oficina;M;Mujer;>44  ;5
2020;09;03;ALICANTE;002;AGOST;S ;SERVICIOS; 07;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);M;Mujer;25-44;1
2020;09;03;ALICANTE;002;AGOST;I ;INDUSTRIA; 08;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;25-44;1
2020;09;03;ALICANTE;002;AGOST;C ;CONSTRUCCIÓN; 08;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;1
2020;09;03;ALICANTE;002;AGOST;S ;SERVICIOS; 08;Operadores de instalaciones y maquinaria, y montadores;H;Hombre;>44  ;2
2020;09;03;ALICANTE;002;AGOST;I ;INDUSTRIA; 09;Ocupaciones elementales;H;Hombre;25-44;2
2020;09;03;ALICANTE;002;AGOST;S ;SERVICIOS; 05;Trabajadores de los servicios de restauración, personales, protección y vendedores;M;Mujer;<25  ;4
2020;09;03;ALICANTE;002;AGOST;S ;SERVICIOS; 07;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);M;Mujer;>44  ;1
2020;09;03;ALICANTE;002;AGOST;I ;INDUSTRIA; 09;Ocupaciones elementales;H;Hombre;<25  ;1
2020;09;03;ALICANTE;002;AGOST;C ;CONSTRUCCIÓN; 09;Ocupaciones elementales;H;Hombre;25-44;1
